time,r,y
15.536,-4.96806,-4.97012
15.537,-4.96626,-4.96828
15.538,-4.96441,-4.9664
15.539,-4.96252,-4.96446
15.54,-4.96057,-4.96248
15.541,-4.95858,-4.96044
15.542,-4.95654,-4.95836
15.543,-4.95445,-4.95623
15.544,-4.95231,-4.95405
15.545,-4.95012,-4.95182
15.546,-4.94788,-4.94955
15.547,-4.94559,-4.94722
15.548,-4.94326,-4.94484
15.549,-4.94087,-4.94242
15.55,-4.93844,-4.93995
15.551,-4.93596,-4.93742
15.552,-4.93343,-4.93485
15.553,-4.93085,-4.93223
15.554,-4.92822,-4.92957
15.555,-4.92555,-4.92685
15.556,-4.92282,-4.92409
15.557,-4.92005,-4.92127
15.558,-4.91723,-4.91841
15.559,-4.91436,-4.9155
15.56,-4.91144,-4.91254
15.561,-4.90847,-4.90953
15.562,-4.90545,-4.90647
15.563,-4.90239,-4.90337
15.564,-4.89928,-4.90022
15.565,-4.89611,-4.89702
15.566,-4.8929,-4.89377
15.567,-4.88965,-4.89047
15.568,-4.88634,-4.88712
15.569,-4.88299,-4.88373
15.57,-4.87958,-4.88028
15.571,-4.87613,-4.87679
15.572,-4.87263,-4.87325
15.573,-4.86909,-4.86967
15.574,-4.86549,-4.86603
15.575,-4.86185,-4.86235
15.576,-4.85816,-4.85862
15.577,-4.85442,-4.85484
15.578,-4.85063,-4.85101
15.579,-4.8468,-4.84714
15.58,-4.84292,-4.84321
15.581,-4.83899,-4.83924
15.582,-4.83501,-4.83522
15.583,-4.83098,-4.83116
15.584,-4.82691,-4.82704
15.585,-4.82279,-4.82288
15.586,-4.81862,-4.81867
15.587,-4.8144,-4.81442
15.588,-4.81014,-4.81011
15.589,-4.80583,-4.80576
15.59,-4.80147,-4.80136
15.591,-4.79706,-4.79691
15.592,-4.79261,-4.79242
15.593,-4.78811,-4.78788
15.594,-4.78356,-4.78329
15.595,-4.77897,-4.77866
15.596,-4.77432,-4.77397
15.597,-4.76963,-4.76924
15.598,-4.7649,-4.76447
15.599,-4.76011,-4.75964
15.6,-4.75528,-4.75477
15.601,-4.75041,-4.74985
15.602,-4.74548,-4.74489
15.603,-4.74051,-4.73988
15.604,-4.73549,-4.73482
15.605,-4.73043,-4.72971
15.606,-4.72532,-4.72456
15.607,-4.72016,-4.71936
15.608,-4.71495,-4.71412
15.609,-4.7097,-4.70883
15.61,-4.7044,-4.70349
15.611,-4.69906,-4.69811
15.612,-4.69367,-4.69267
15.613,-4.68823,-4.6872
15.614,-4.68275,-4.68167
15.615,-4.67722,-4.67611
15.616,-4.67164,-4.67049
15.617,-4.66602,-4.66483
15.618,-4.66036,-4.65912
15.619,-4.65464,-4.65337
15.62,-4.64888,-4.64757
15.621,-4.64308,-4.64172
15.622,-4.63723,-4.63583
15.623,-4.63133,-4.62989
15.624,-4.62539,-4.62391
15.625,-4.6194,-4.61788
15.626,-4.61336,-4.61181
15.627,-4.60728,-4.60569
15.628,-4.60116,-4.59952
15.629,-4.59499,-4.59331
15.63,-4.58877,-4.58706
15.631,-4.58251,-4.58076
15.632,-4.57621,-4.57441
15.633,-4.56985,-4.56802
15.634,-4.56346,-4.56158
15.635,-4.55702,-4.5551
15.636,-4.55053,-4.54857
15.637,-4.544,-4.542
15.638,-4.53742,-4.53539
15.639,-4.5308,-4.52872
15.64,-4.52414,-4.52202
15.641,-4.51742,-4.51527
15.642,-4.51067,-4.50847
15.643,-4.50387,-4.50163
15.644,-4.49703,-4.49475
15.645,-4.49014,-4.48782
15.646,-4.48321,-4.48085
15.647,-4.47623,-4.47383
15.648,-4.46921,-4.46677
15.649,-4.46214,-4.45967
15.65,-4.45503,-4.45252
15.651,-4.44788,-4.44533
15.652,-4.44068,-4.43809
15.653,-4.43344,-4.43081
15.654,-4.42616,-4.42349
15.655,-4.41883,-4.41612
15.656,-4.41146,-4.40871
15.657,-4.40404,-4.40125
15.658,-4.39658,-4.39375
15.659,-4.38908,-4.38621
15.66,-4.38153,-4.37863
15.661,-4.37394,-4.371
15.662,-4.36631,-4.36333
15.663,-4.35864,-4.35561
15.664,-4.35092,-4.34785
15.665,-4.34316,-4.34005
15.666,-4.33535,-4.33221
15.667,-4.32751,-4.32432
15.668,-4.31962,-4.3164
15.669,-4.31168,-4.30842
15.67,-4.30371,-4.30041
15.671,-4.29569,-4.29235
15.672,-4.28763,-4.28426
15.673,-4.27953,-4.27612
15.674,-4.27139,-4.26793
15.675,-4.2632,-4.25971
15.676,-4.25497,-4.25144
15.677,-4.2467,-4.24313
15.678,-4.23839,-4.23478
15.679,-4.23004,-4.22639
15.68,-4.22164,-4.21795
15.681,-4.2132,-4.20948
15.682,-4.20472,-4.20096
15.683,-4.1962,-4.1924
15.684,-4.18764,-4.1838
15.685,-4.17904,-4.17516
15.686,-4.17039,-4.16647
15.687,-4.16171,-4.15775
15.688,-4.15298,-4.14898
15.689,-4.14421,-4.14018
15.69,-4.1354,-4.13133
15.691,-4.12655,-4.12244
15.692,-4.11766,-4.11351
15.693,-4.10873,-4.10454
15.694,-4.09976,-4.09554
15.695,-4.09075,-4.08648
15.696,-4.0817,-4.07739
15.697,-4.0726,-4.06826
15.698,-4.06347,-4.05909
15.699,-4.0543,-4.04988
15.7,-4.04508,-4.04063
15.701,-4.03583,-4.03134
15.702,-4.02654,-4.02201
15.703,-4.01721,-4.01264
15.704,-4.00783,-4.00323
15.705,-3.99842,-3.99378
15.706,-3.98897,-3.98429
15.707,-3.97948,-3.97476
15.708,-3.96995,-3.9652
15.709,-3.96038,-3.95559
15.71,-3.95078,-3.94595
15.711,-3.94113,-3.93626
15.712,-3.93144,-3.92654
15.713,-3.92172,-3.91678
15.714,-3.91195,-3.90697
15.715,-3.90215,-3.89714
15.716,-3.89231,-3.88726
15.717,-3.88243,-3.87734
15.718,-3.87252,-3.86739
15.719,-3.86256,-3.8574
15.72,-3.85257,-3.84736
15.721,-3.84253,-3.8373
15.722,-3.83247,-3.82719
15.723,-3.82236,-3.81705
15.724,-3.81221,-3.80686
15.725,-3.80203,-3.79664
15.726,-3.79181,-3.78639
15.727,-3.78155,-3.77609
15.728,-3.77126,-3.76576
15.729,-3.76092,-3.75539
15.73,-3.75056,-3.74499
15.731,-3.74015,-3.73454
15.732,-3.72971,-3.72406
15.733,-3.71923,-3.71355
15.734,-3.70871,-3.703
15.735,-3.69816,-3.69241
15.736,-3.68757,-3.68178
15.737,-3.67694,-3.67112
15.738,-3.66628,-3.66042
15.739,-3.65558,-3.64968
15.74,-3.64484,-3.63891
15.741,-3.63407,-3.62811
15.742,-3.62327,-3.61727
15.743,-3.61242,-3.60639
15.744,-3.60155,-3.59547
15.745,-3.59063,-3.58452
15.746,-3.57968,-3.57354
15.747,-3.5687,-3.56252
15.748,-3.55768,-3.55146
15.749,-3.54662,-3.54037
15.75,-3.53553,-3.52925
15.751,-3.52441,-3.51809
15.752,-3.51325,-3.5069
15.753,-3.50206,-3.49567
15.754,-3.49083,-3.4844
15.755,-3.47956,-3.4731
15.756,-3.46827,-3.46177
15.757,-3.45693,-3.45041
15.758,-3.44557,-3.43901
15.759,-3.43417,-3.42757
15.76,-3.42274,-3.4161
15.761,-3.41127,-3.4046
15.762,-3.39977,-3.39306
15.763,-3.38823,-3.3815
15.764,-3.37666,-3.36989
15.765,-3.36506,-3.35826
15.766,-3.35343,-3.34659
15.767,-3.34176,-3.33489
15.768,-3.33006,-3.32315
15.769,-3.31833,-3.31138
15.77,-3.30656,-3.29958
15.771,-3.29476,-3.28775
15.772,-3.28293,-3.27589
15.773,-3.27106,-3.26399
15.774,-3.25917,-3.25206
15.775,-3.24724,-3.2401
15.776,-3.23528,-3.2281
15.777,-3.22329,-3.21608
15.778,-3.21126,-3.20402
15.779,-3.19921,-3.19193
15.78,-3.18712,-3.17981
15.781,-3.175,-3.16766
15.782,-3.16285,-3.15547
15.783,-3.15067,-3.14326
15.784,-3.13846,-3.13101
15.785,-3.12621,-3.11874
15.786,-3.11394,-3.10643
15.787,-3.10163,-3.09409
15.788,-3.0893,-3.08172
15.789,-3.07693,-3.06932
15.79,-3.06454,-3.0569
15.791,-3.05211,-3.04444
15.792,-3.03965,-3.03195
15.793,-3.02716,-3.01943
15.794,-3.01465,-3.00688
15.795,-3.0021,-2.9943
15.796,-2.98952,-2.98169
15.797,-2.97692,-2.96905
15.798,-2.96428,-2.95639
15.799,-2.95162,-2.94369
15.8,-2.93893,-2.93097
15.801,-2.9262,-2.91821
15.802,-2.91345,-2.90543
15.803,-2.90067,-2.89262
15.804,-2.88786,-2.87978
15.805,-2.87503,-2.86691
15.806,-2.86216,-2.85401
15.807,-2.84927,-2.84109
15.808,-2.83634,-2.82813
15.809,-2.82339,-2.81515
15.81,-2.81042,-2.80214
15.811,-2.79741,-2.78911
15.812,-2.78438,-2.77604
15.813,-2.77132,-2.76295
15.814,-2.75823,-2.74983
15.815,-2.74511,-2.73669
15.816,-2.73197,-2.72351
15.817,-2.7188,-2.71031
15.818,-2.70561,-2.69709
15.819,-2.69238,-2.68384
15.82,-2.67913,-2.67056
15.821,-2.66586,-2.65725
15.822,-2.65256,-2.64392
15.823,-2.63923,-2.63056
15.824,-2.62587,-2.61718
15.825,-2.61249,-2.60377
15.826,-2.59909,-2.59033
15.827,-2.58565,-2.57687
15.828,-2.5722,-2.56338
15.829,-2.55872,-2.54987
15.83,-2.54521,-2.53633
15.831,-2.53167,-2.52277
15.832,-2.51812,-2.50918
15.833,-2.50453,-2.49557
15.834,-2.49093,-2.48194
15.835,-2.47729,-2.46827
15.836,-2.46364,-2.45459
15.837,-2.44996,-2.44088
15.838,-2.43625,-2.42715
15.839,-2.42252,-2.41339
15.84,-2.40877,-2.39961
15.841,-2.39499,-2.3858
15.842,-2.38119,-2.37197
15.843,-2.36737,-2.35812
15.844,-2.35352,-2.34425
15.845,-2.33965,-2.33035
15.846,-2.32576,-2.31643
15.847,-2.31184,-2.30248
15.848,-2.2979,-2.28851
15.849,-2.28394,-2.27452
15.85,-2.26995,-2.26051
15.851,-2.25595,-2.24648
15.852,-2.24192,-2.23242
15.853,-2.22786,-2.21834
15.854,-2.21379,-2.20424
15.855,-2.1997,-2.19012
15.856,-2.18558,-2.17598
15.857,-2.17144,-2.16181
15.858,-2.15728,-2.14762
15.859,-2.1431,-2.13342
15.86,-2.1289,-2.11919
15.861,-2.11467,-2.10494
15.862,-2.10043,-2.09067
15.863,-2.08616,-2.07638
15.864,-2.07188,-2.06206
15.865,-2.05757,-2.04773
15.866,-2.04325,-2.03338
15.867,-2.0289,-2.01901
15.868,-2.01453,-2.00461
15.869,-2.00015,-1.9902
15.87,-1.98574,-1.97577
15.871,-1.97131,-1.96132
15.872,-1.95687,-1.94685
15.873,-1.9424,-1.93236
15.874,-1.92792,-1.91785
15.875,-1.91342,-1.90332
15.876,-1.8989,-1.88878
15.877,-1.88436,-1.87421
15.878,-1.8698,-1.85963
15.879,-1.85522,-1.84502
15.88,-1.84062,-1.8304
15.881,-1.82601,-1.81577
15.882,-1.81138,-1.80111
15.883,-1.79673,-1.78644
15.884,-1.78206,-1.77174
15.885,-1.76737,-1.75703
15.886,-1.75267,-1.74231
15.887,-1.73795,-1.72756
15.888,-1.72321,-1.7128
15.889,-1.70846,-1.69803
15.89,-1.69369,-1.68323
15.891,-1.6789,-1.66842
15.892,-1.6641,-1.65359
15.893,-1.64928,-1.63875
15.894,-1.63444,-1.62389
15.895,-1.61959,-1.60901
15.896,-1.60472,-1.59412
15.897,-1.58983,-1.57921
15.898,-1.57493,-1.56429
15.899,-1.56002,-1.54935
15.9,-1.54508,-1.5344
15.901,-1.53014,-1.51943
15.902,-1.51518,-1.50444
15.903,-1.5002,-1.48944
15.904,-1.48521,-1.47443
15.905,-1.4702,-1.4594
15.906,-1.45518,-1.44436
15.907,-1.44015,-1.4293
15.908,-1.4251,-1.41423
15.909,-1.41003,-1.39915
15.91,-1.39496,-1.38405
15.911,-1.37986,-1.36894
15.912,-1.36476,-1.35381
15.913,-1.34964,-1.33867
15.914,-1.33451,-1.32352
15.915,-1.31937,-1.30835
15.916,-1.30421,-1.29317
15.917,-1.28904,-1.27798
15.918,-1.27385,-1.26278
15.919,-1.25866,-1.24756
15.92,-1.24345,-1.23233
15.921,-1.22823,-1.21709
15.922,-1.213,-1.20184
15.923,-1.19775,-1.18658
15.924,-1.18249,-1.1713
15.925,-1.16723,-1.15601
15.926,-1.15195,-1.14071
15.927,-1.13666,-1.1254
15.928,-1.12135,-1.11008
15.929,-1.10604,-1.09475
15.93,-1.09072,-1.0794
15.931,-1.07538,-1.06405
15.932,-1.06004,-1.04869
15.933,-1.04468,-1.03331
15.934,-1.02931,-1.01793
15.935,-1.01394,-1.00253
15.936,-0.99855,-0.987125
15.937,-0.983153,-0.97171
15.938,-0.967747,-0.956286
15.939,-0.952332,-0.940852
15.94,-0.936907,-0.925409
15.941,-0.921472,-0.909956
15.942,-0.906029,-0.894495
15.943,-0.890576,-0.879025
15.944,-0.875115,-0.863546
15.945,-0.859646,-0.848059
15.946,-0.844167,-0.832563
15.947,-0.828681,-0.817059
15.948,-0.813186,-0.801547
15.949,-0.797683,-0.786028
15.95,-0.782172,-0.7705
15.951,-0.766654,-0.754965
15.952,-0.751128,-0.739422
15.953,-0.735595,-0.723872
15.954,-0.720054,-0.708315
15.955,-0.704506,-0.692751
15.956,-0.688951,-0.67718
15.957,-0.67339,-0.661602
15.958,-0.657822,-0.646018
15.959,-0.642247,-0.630428
15.96,-0.626666,-0.614831
15.961,-0.611079,-0.599228
15.962,-0.595486,-0.583619
15.963,-0.579887,-0.568005
15.964,-0.564282,-0.552385
15.965,-0.548672,-0.536759
15.966,-0.533056,-0.521128
15.967,-0.517435,-0.505492
15.968,-0.501809,-0.489851
15.969,-0.486177,-0.474205
15.97,-0.470542,-0.458555
15.971,-0.454901,-0.4429
15.972,-0.439256,-0.42724
15.973,-0.423607,-0.411577
15.974,-0.407953,-0.395909
15.975,-0.392295,-0.380237
15.976,-0.376634,-0.364562
15.977,-0.360969,-0.348883
15.978,-0.3453,-0.333201
15.979,-0.329628,-0.317515
15.98,-0.313953,-0.301826
15.981,-0.298274,-0.286134
15.982,-0.282593,-0.27044
15.983,-0.266908,-0.254743
15.984,-0.251222,-0.239043
15.985,-0.235532,-0.223341
15.986,-0.219841,-0.207636
15.987,-0.204147,-0.19193
15.988,-0.188451,-0.176222
15.989,-0.172753,-0.160512
15.99,-0.157054,-0.1448
15.991,-0.141353,-0.129087
15.992,-0.12565,-0.113373
15.993,-0.109947,-0.0976571
15.994,-0.0942422,-0.0819407
15.995,-0.0785366,-0.0662234
15.996,-0.0628302,-0.0505056
15.997,-0.0471232,-0.0347872
15.998,-0.0314157,-0.0190685
15.999,-0.0157079,-0.00334957
16,-5.38689e-11,0.0123694
16.001,0.0157079,0.0280882
16.002,0.0314157,0.0438067
16.003,0.0471232,0.0595248
16.004,0.0628302,0.0752423
16.005,0.0785366,0.0909591
16.006,0.0942422,0.106675
16.007,0.109947,0.12239
16.008,0.12565,0.138103
16.009,0.141353,0.153816
16.01,0.157054,0.169526
16.011,0.172753,0.185235
16.012,0.188451,0.200943
16.013,0.204147,0.216648
16.014,0.219841,0.232351
16.015,0.235532,0.248052
16.016,0.251222,0.26375
16.017,0.266908,0.279446
16.018,0.282593,0.295139
16.019,0.298274,0.310829
16.02,0.313953,0.326516
16.021,0.329628,0.3422
16.022,0.3453,0.35788
16.023,0.360969,0.373557
16.024,0.376634,0.389231
16.025,0.392295,0.4049
16.026,0.407953,0.420565
16.027,0.423607,0.436227
16.028,0.439256,0.451883
16.029,0.454901,0.467536
16.03,0.470542,0.483184
16.031,0.486177,0.498827
16.032,0.501809,0.514465
16.033,0.517435,0.530098
16.034,0.533056,0.545726
16.035,0.548672,0.561348
16.036,0.564282,0.576965
16.037,0.579887,0.592576
16.038,0.595486,0.608182
16.039,0.611079,0.623781
16.04,0.626666,0.639374
16.041,0.642247,0.654961
16.042,0.657822,0.670542
16.043,0.67339,0.686116
16.044,0.688951,0.701683
16.045,0.704506,0.717243
16.046,0.720054,0.732796
16.047,0.735595,0.748342
16.048,0.751128,0.76388
16.049,0.766654,0.779411
16.05,0.782172,0.794934
16.051,0.797683,0.810449
16.052,0.813186,0.825957
16.053,0.828681,0.841456
16.054,0.844167,0.856947
16.055,0.859646,0.872429
16.056,0.875115,0.887903
16.057,0.890576,0.903368
16.058,0.906029,0.918824
16.059,0.921472,0.934271
16.06,0.936907,0.949709
16.061,0.952332,0.965138
16.062,0.967747,0.980557
16.063,0.983153,0.995966
16.064,0.99855,1.01137
16.065,1.01394,1.02675
16.066,1.02931,1.04213
16.067,1.04468,1.0575
16.068,1.06004,1.07286
16.069,1.07538,1.08821
16.07,1.09072,1.10355
16.071,1.10604,1.11887
16.072,1.12135,1.13419
16.073,1.13666,1.14949
16.074,1.15195,1.16479
16.075,1.16723,1.18007
16.076,1.18249,1.19534
16.077,1.19775,1.21059
16.078,1.213,1.22584
16.079,1.22823,1.24107
16.08,1.24345,1.2563
16.081,1.25866,1.27151
16.082,1.27385,1.2867
16.083,1.28904,1.30189
16.084,1.30421,1.31706
16.085,1.31937,1.33222
16.086,1.33451,1.34736
16.087,1.34964,1.36249
16.088,1.36476,1.37761
16.089,1.37986,1.39271
16.09,1.39496,1.40781
16.091,1.41003,1.42288
16.092,1.4251,1.43795
16.093,1.44015,1.45299
16.094,1.45518,1.46803
16.095,1.4702,1.48305
16.096,1.48521,1.49805
16.097,1.5002,1.51304
16.098,1.51518,1.52802
16.099,1.53014,1.54298
16.1,1.54508,1.55792
16.101,1.56002,1.57285
16.102,1.57493,1.58777
16.103,1.58983,1.60267
16.104,1.60472,1.61755
16.105,1.61959,1.63242
16.106,1.63444,1.64727
16.107,1.64928,1.6621
16.108,1.6641,1.67692
16.109,1.6789,1.69172
16.11,1.69369,1.70651
16.111,1.70846,1.72128
16.112,1.72321,1.73603
16.113,1.73795,1.75076
16.114,1.75267,1.76548
16.115,1.76737,1.78018
16.116,1.78206,1.79486
16.117,1.79673,1.80952
16.118,1.81138,1.82417
16.119,1.82601,1.8388
16.12,1.84062,1.85341
16.121,1.85522,1.868
16.122,1.8698,1.88257
16.123,1.88436,1.89712
16.124,1.8989,1.91166
16.125,1.91342,1.92618
16.126,1.92792,1.94068
16.127,1.9424,1.95515
16.128,1.95687,1.96961
16.129,1.97131,1.98405
16.13,1.98574,1.99847
16.131,2.00015,2.01288
16.132,2.01453,2.02726
16.133,2.0289,2.04162
16.134,2.04325,2.05596
16.135,2.05757,2.07028
16.136,2.07188,2.08458
16.137,2.08616,2.09886
16.138,2.10043,2.11312
16.139,2.11467,2.12735
16.14,2.1289,2.14157
16.141,2.1431,2.15577
16.142,2.15728,2.16994
16.143,2.17144,2.18409
16.144,2.18558,2.19823
16.145,2.1997,2.21234
16.146,2.21379,2.22642
16.147,2.22786,2.24049
16.148,2.24192,2.25453
16.149,2.25595,2.26856
16.15,2.26995,2.28255
16.151,2.28394,2.29653
16.152,2.2979,2.31049
16.153,2.31184,2.32442
16.154,2.32576,2.33832
16.155,2.33965,2.35221
16.156,2.35352,2.36607
16.157,2.36737,2.37991
16.158,2.38119,2.39373
16.159,2.39499,2.40752
16.16,2.40877,2.42129
16.161,2.42252,2.43503
16.162,2.43625,2.44875
16.163,2.44996,2.46244
16.164,2.46364,2.47612
16.165,2.47729,2.48976
16.166,2.49093,2.50339
16.167,2.50453,2.51698
16.168,2.51812,2.53056
16.169,2.53167,2.5441
16.17,2.54521,2.55763
16.171,2.55872,2.57112
16.172,2.5722,2.5846
16.173,2.58565,2.59804
16.174,2.59909,2.61146
16.175,2.61249,2.62486
16.176,2.62587,2.63823
16.177,2.63923,2.65157
16.178,2.65256,2.66489
16.179,2.66586,2.67818
16.18,2.67913,2.69144
16.181,2.69238,2.70468
16.182,2.70561,2.71789
16.183,2.7188,2.73108
16.184,2.73197,2.74423
16.185,2.74511,2.75736
16.186,2.75823,2.77047
16.187,2.77132,2.78354
16.188,2.78438,2.79659
16.189,2.79741,2.80961
16.19,2.81042,2.8226
16.191,2.82339,2.83557
16.192,2.83634,2.84851
16.193,2.84927,2.86142
16.194,2.86216,2.8743
16.195,2.87503,2.88715
16.196,2.88786,2.89997
16.197,2.90067,2.91277
16.198,2.91345,2.92553
16.199,2.9262,2.93827
16.2,2.93893,2.95098
16.201,2.95162,2.96366
16.202,2.96428,2.97631
16.203,2.97692,2.98893
16.204,2.98952,3.00152
16.205,3.0021,3.01408
16.206,3.01465,3.02662
16.207,3.02716,3.03912
16.208,3.03965,3.05159
16.209,3.05211,3.06403
16.21,3.06454,3.07644
16.211,3.07693,3.08882
16.212,3.0893,3.10118
16.213,3.10163,3.1135
16.214,3.11394,3.12579
16.215,3.12621,3.13804
16.216,3.13846,3.15027
16.217,3.15067,3.16247
16.218,3.16285,3.17463
16.219,3.175,3.18677
16.22,3.18712,3.19887
16.221,3.19921,3.21094
16.222,3.21126,3.22298
16.223,3.22329,3.23499
16.224,3.23528,3.24696
16.225,3.24724,3.25891
16.226,3.25917,3.27082
16.227,3.27106,3.2827
16.228,3.28293,3.29454
16.229,3.29476,3.30636
16.23,3.30656,3.31814
16.231,3.31833,3.32989
16.232,3.33006,3.34161
16.233,3.34176,3.35329
16.234,3.35343,3.36494
16.235,3.36506,3.37655
16.236,3.37666,3.38814
16.237,3.38823,3.39969
16.238,3.39977,3.4112
16.239,3.41127,3.42269
16.24,3.42274,3.43414
16.241,3.43417,3.44555
16.242,3.44557,3.45693
16.243,3.45693,3.46828
16.244,3.46827,3.47959
16.245,3.47956,3.49087
16.246,3.49083,3.50211
16.247,3.50206,3.51332
16.248,3.51325,3.5245
16.249,3.52441,3.53564
16.25,3.53553,3.54674
16.251,3.54662,3.55781
16.252,3.55768,3.56885
16.253,3.5687,3.57985
16.254,3.57968,3.59081
16.255,3.59063,3.60174
16.256,3.60155,3.61263
16.257,3.61242,3.62349
16.258,3.62327,3.63431
16.259,3.63407,3.6451
16.26,3.64484,3.65585
16.261,3.65558,3.66656
16.262,3.66628,3.67724
16.263,3.67694,3.68788
16.264,3.68757,3.69849
16.265,3.69816,3.70906
16.266,3.70871,3.71959
16.267,3.71923,3.73008
16.268,3.72971,3.74054
16.269,3.74015,3.75096
16.27,3.75056,3.76135
16.271,3.76092,3.77169
16.272,3.77126,3.782
16.273,3.78155,3.79228
16.274,3.79181,3.80251
16.275,3.80203,3.81271
16.276,3.81221,3.82287
16.277,3.82236,3.83299
16.278,3.83247,3.84308
16.279,3.84253,3.85312
16.28,3.85257,3.86313
16.281,3.86256,3.8731
16.282,3.87252,3.88304
16.283,3.88243,3.89293
16.284,3.89231,3.90279
16.285,3.90215,3.9126
16.286,3.91195,3.92238
16.287,3.92172,3.93212
16.288,3.93144,3.94182
16.289,3.94113,3.95148
16.29,3.95078,3.96111
16.291,3.96038,3.97069
16.292,3.96995,3.98024
16.293,3.97948,3.98974
16.294,3.98897,3.99921
16.295,3.99842,4.00863
16.296,4.00783,4.01802
16.297,4.01721,4.02737
16.298,4.02654,4.03668
16.299,4.03583,4.04594
16.3,4.04508,4.05517
16.301,4.0543,4.06436
16.302,4.06347,4.07351
16.303,4.0726,4.08262
16.304,4.0817,4.09168
16.305,4.09075,4.10071
16.306,4.09976,4.1097
16.307,4.10873,4.11864
16.308,4.11766,4.12755
16.309,4.12655,4.13641
16.31,4.1354,4.14524
16.311,4.14421,4.15402
16.312,4.15298,4.16276
16.313,4.16171,4.17146
16.314,4.17039,4.18012
16.315,4.17904,4.18874
16.316,4.18764,4.19732
16.317,4.1962,4.20585
16.318,4.20472,4.21434
16.319,4.2132,4.2228
16.32,4.22164,4.23121
16.321,4.23004,4.23958
16.322,4.23839,4.2479
16.323,4.2467,4.25619
16.324,4.25497,4.26443
16.325,4.2632,4.27263
16.326,4.27139,4.28079
16.327,4.27953,4.28891
16.328,4.28763,4.29698
16.329,4.29569,4.30501
16.33,4.30371,4.313
16.331,4.31168,4.32095
16.332,4.31962,4.32885
16.333,4.32751,4.33672
16.334,4.33535,4.34453
16.335,4.34316,4.35231
16.336,4.35092,4.36004
16.337,4.35864,4.36773
16.338,4.36631,4.37538
16.339,4.37394,4.38298
16.34,4.38153,4.39054
16.341,4.38908,4.39806
16.342,4.39658,4.40553
16.343,4.40404,4.41296
16.344,4.41146,4.42035
16.345,4.41883,4.42769
16.346,4.42616,4.43499
16.347,4.43344,4.44225
16.348,4.44068,4.44946
16.349,4.44788,4.45663
16.35,4.45503,4.46375
16.351,4.46214,4.47083
16.352,4.46921,4.47787
16.353,4.47623,4.48486
16.354,4.48321,4.4918
16.355,4.49014,4.49871
16.356,4.49703,4.50556
16.357,4.50387,4.51238
16.358,4.51067,4.51915
16.359,4.51742,4.52587
16.36,4.52414,4.53255
16.361,4.5308,4.53919
16.362,4.53742,4.54578
16.363,4.544,4.55232
16.364,4.55053,4.55882
16.365,4.55702,4.56528
16.366,4.56346,4.57169
16.367,4.56985,4.57806
16.368,4.57621,4.58438
16.369,4.58251,4.59065
16.37,4.58877,4.59688
16.371,4.59499,4.60307
16.372,4.60116,4.6092
16.373,4.60728,4.6153
16.374,4.61336,4.62135
16.375,4.6194,4.62735
16.376,4.62539,4.6333
16.377,4.63133,4.63922
16.378,4.63723,4.64508
16.379,4.64308,4.6509
16.38,4.64888,4.65667
16.381,4.65464,4.6624
16.382,4.66036,4.66808
16.383,4.66602,4.67372
16.384,4.67164,4.67931
16.385,4.67722,4.68485
16.386,4.68275,4.69035
16.387,4.68823,4.6958
16.388,4.69367,4.7012
16.389,4.69906,4.70656
16.39,4.7044,4.71187
16.391,4.7097,4.71713
16.392,4.71495,4.72235
16.393,4.72016,4.72752
16.394,4.72532,4.73265
16.395,4.73043,4.73773
16.396,4.73549,4.74276
16.397,4.74051,4.74774
16.398,4.74548,4.75268
16.399,4.75041,4.75757
16.4,4.75528,4.76242
16.401,4.76011,4.76721
16.402,4.7649,4.77196
16.403,4.76963,4.77667
16.404,4.77432,4.78132
16.405,4.77897,4.78593
16.406,4.78356,4.79049
16.407,4.78811,4.79501
16.408,4.79261,4.79947
16.409,4.79706,4.80389
16.41,4.80147,4.80826
16.411,4.80583,4.81259
16.412,4.81014,4.81686
16.413,4.8144,4.82109
16.414,4.81862,4.82528
16.415,4.82279,4.82941
16.416,4.82691,4.8335
16.417,4.83098,4.83753
16.418,4.83501,4.84153
16.419,4.83899,4.84547
16.42,4.84292,4.84936
16.421,4.8468,4.85321
16.422,4.85063,4.85701
16.423,4.85442,4.86076
16.424,4.85816,4.86447
16.425,4.86185,4.86812
16.426,4.86549,4.87173
16.427,4.86909,4.87529
16.428,4.87263,4.8788
16.429,4.87613,4.88227
16.43,4.87958,4.88568
16.431,4.88299,4.88905
16.432,4.88634,4.89237
16.433,4.88965,4.89564
16.434,4.8929,4.89886
16.435,4.89611,4.90203
16.436,4.89928,4.90516
16.437,4.90239,4.90823
16.438,4.90545,4.91126
16.439,4.90847,4.91424
16.44,4.91144,4.91717
16.441,4.91436,4.92006
16.442,4.91723,4.92289
16.443,4.92005,4.92568
16.444,4.92282,4.92841
16.445,4.92555,4.9311
16.446,4.92822,4.93374
16.447,4.93085,4.93633
16.448,4.93343,4.93888
16.449,4.93596,4.94137
16.45,4.93844,4.94382
16.451,4.94087,4.94621
16.452,4.94326,4.94856
16.453,4.94559,4.95086
16.454,4.94788,4.95311
16.455,4.95012,4.95531
16.456,4.95231,4.95746
16.457,4.95445,4.95956
16.458,4.95654,4.96162
16.459,4.95858,4.96362
16.46,4.96057,4.96558
16.461,4.96252,4.96749
16.462,4.96441,4.96934
16.463,4.96626,4.97115
16.464,4.96806,4.97291
16.465,4.9698,4.97462
16.466,4.9715,4.97628
16.467,4.97315,4.9779
