time,r,y
9.26,-3.64484,-3.65585
9.261,-3.65558,-3.66656
9.262,-3.66628,-3.67724
9.263,-3.67694,-3.68788
9.264,-3.68757,-3.69849
9.265,-3.69816,-3.70906
9.266,-3.70871,-3.71959
9.267,-3.71923,-3.73008
9.268,-3.72971,-3.74054
9.269,-3.74015,-3.75096
9.27,-3.75056,-3.76135
9.271,-3.76092,-3.77169
9.272,-3.77126,-3.782
9.273,-3.78155,-3.79228
9.274,-3.79181,-3.80251
9.275,-3.80203,-3.81271
9.276,-3.81221,-3.82287
9.277,-3.82236,-3.83299
9.278,-3.83247,-3.84308
9.279,-3.84253,-3.85312
9.28,-3.85257,-3.86313
9.281,-3.86256,-3.8731
9.282,-3.87252,-3.88304
9.283,-3.88243,-3.89293
9.284,-3.89231,-3.90279
9.285,-3.90215,-3.9126
9.286,-3.91195,-3.92238
9.287,-3.92172,-3.93212
9.288,-3.93144,-3.94182
9.289,-3.94113,-3.95148
9.29,-3.95078,-3.96111
9.291,-3.96038,-3.97069
9.292,-3.96995,-3.98024
9.293,-3.97948,-3.98974
9.294,-3.98897,-3.99921
9.295,-3.99842,-4.00863
9.296,-4.00783,-4.01802
9.297,-4.01721,-4.02737
9.298,-4.02654,-4.03668
9.299,-4.03583,-4.04594
9.3,-4.04508,-4.05517
9.301,-4.0543,-4.06436
9.302,-4.06347,-4.07351
9.303,-4.0726,-4.08262
9.304,-4.0817,-4.09168
9.305,-4.09075,-4.10071
9.306,-4.09976,-4.1097
9.307,-4.10873,-4.11864
9.308,-4.11766,-4.12755
9.309,-4.12655,-4.13641
9.31,-4.1354,-4.14524
9.311,-4.14421,-4.15402
9.312,-4.15298,-4.16276
9.313,-4.16171,-4.17146
9.314,-4.17039,-4.18012
9.315,-4.17904,-4.18874
9.316,-4.18764,-4.19732
9.317,-4.1962,-4.20585
9.318,-4.20472,-4.21434
9.319,-4.2132,-4.2228
9.32,-4.22164,-4.23121
9.321,-4.23004,-4.23958
9.322,-4.23839,-4.2479
9.323,-4.2467,-4.25619
9.324,-4.25497,-4.26443
9.325,-4.2632,-4.27263
9.326,-4.27139,-4.28079
9.327,-4.27953,-4.28891
9.328,-4.28763,-4.29698
9.329,-4.29569,-4.30501
9.33,-4.30371,-4.313
9.331,-4.31168,-4.32095
9.332,-4.31962,-4.32885
9.333,-4.32751,-4.33672
9.334,-4.33535,-4.34453
9.335,-4.34316,-4.35231
9.336,-4.35092,-4.36004
9.337,-4.35864,-4.36773
9.338,-4.36631,-4.37538
9.339,-4.37394,-4.38298
9.34,-4.38153,-4.39054
9.341,-4.38908,-4.39806
9.342,-4.39658,-4.40553
9.343,-4.40404,-4.41296
9.344,-4.41146,-4.42035
9.345,-4.41883,-4.42769
9.346,-4.42616,-4.43499
9.347,-4.43344,-4.44225
9.348,-4.44068,-4.44946
9.349,-4.44788,-4.45663
9.35,-4.45503,-4.46375
9.351,-4.46214,-4.47083
9.352,-4.46921,-4.47787
9.353,-4.47623,-4.48486
9.354,-4.48321,-4.4918
9.355,-4.49014,-4.49871
9.356,-4.49703,-4.50556
9.357,-4.50387,-4.51238
9.358,-4.51067,-4.51915
9.359,-4.51742,-4.52587
9.36,-4.52414,-4.53255
9.361,-4.5308,-4.53919
9.362,-4.53742,-4.54578
9.363,-4.544,-4.55232
9.364,-4.55053,-4.55882
9.365,-4.55702,-4.56528
9.366,-4.56346,-4.57169
9.367,-4.56985,-4.57806
9.368,-4.57621,-4.58438
9.369,-4.58251,-4.59065
9.37,-4.58877,-4.59688
9.371,-4.59499,-4.60307
9.372,-4.60116,-4.6092
9.373,-4.60728,-4.6153
9.374,-4.61336,-4.62135
9.375,-4.6194,-4.62735
9.376,-4.62539,-4.6333
9.377,-4.63133,-4.63922
9.378,-4.63723,-4.64508
9.379,-4.64308,-4.6509
9.38,-4.64888,-4.65667
9.381,-4.65464,-4.6624
9.382,-4.66036,-4.66808
9.383,-4.66602,-4.67372
9.384,-4.67164,-4.67931
9.385,-4.67722,-4.68485
9.386,-4.68275,-4.69035
9.387,-4.68823,-4.6958
9.388,-4.69367,-4.7012
9.389,-4.69906,-4.70656
9.39,-4.7044,-4.71187
9.391,-4.7097,-4.71713
9.392,-4.71495,-4.72235
9.393,-4.72016,-4.72752
9.394,-4.72532,-4.73265
9.395,-4.73043,-4.73773
9.396,-4.73549,-4.74276
9.397,-4.74051,-4.74774
9.398,-4.74548,-4.75268
9.399,-4.75041,-4.75757
9.4,-4.75528,-4.76242
9.401,-4.76011,-4.76721
9.402,-4.7649,-4.77196
9.403,-4.76963,-4.77667
9.404,-4.77432,-4.78132
9.405,-4.77897,-4.78593
9.406,-4.78356,-4.79049
9.407,-4.78811,-4.79501
9.408,-4.79261,-4.79947
9.409,-4.79706,-4.80389
9.41,-4.80147,-4.80826
9.411,-4.80583,-4.81259
9.412,-4.81014,-4.81686
9.413,-4.8144,-4.82109
9.414,-4.81862,-4.82528
9.415,-4.82279,-4.82941
9.416,-4.82691,-4.8335
9.417,-4.83098,-4.83753
9.418,-4.83501,-4.84153
9.419,-4.83899,-4.84547
9.42,-4.84292,-4.84936
9.421,-4.8468,-4.85321
9.422,-4.85063,-4.85701
9.423,-4.85442,-4.86076
9.424,-4.85816,-4.86447
9.425,-4.86185,-4.86812
9.426,-4.86549,-4.87173
9.427,-4.86909,-4.87529
9.428,-4.87263,-4.8788
9.429,-4.87613,-4.88227
9.43,-4.87958,-4.88568
9.431,-4.88299,-4.88905
9.432,-4.88634,-4.89237
9.433,-4.88965,-4.89564
9.434,-4.8929,-4.89886
9.435,-4.89611,-4.90203
9.436,-4.89928,-4.90516
9.437,-4.90239,-4.90823
9.438,-4.90545,-4.91126
9.439,-4.90847,-4.91424
9.44,-4.91144,-4.91717
9.441,-4.91436,-4.92006
9.442,-4.91723,-4.92289
9.443,-4.92005,-4.92568
9.444,-4.92282,-4.92841
9.445,-4.92555,-4.9311
9.446,-4.92822,-4.93374
9.447,-4.93085,-4.93633
9.448,-4.93343,-4.93888
9.449,-4.93596,-4.94137
9.45,-4.93844,-4.94382
9.451,-4.94087,-4.94621
9.452,-4.94326,-4.94856
9.453,-4.94559,-4.95086
9.454,-4.94788,-4.95311
9.455,-4.95012,-4.95531
9.456,-4.95231,-4.95746
9.457,-4.95445,-4.95956
9.458,-4.95654,-4.96162
9.459,-4.95858,-4.96362
9.46,-4.96057,-4.96558
9.461,-4.96252,-4.96749
9.462,-4.96441,-4.96934
9.463,-4.96626,-4.97115
9.464,-4.96806,-4.97291
9.465,-4.9698,-4.97462
9.466,-4.9715,-4.97628
9.467,-4.97315,-4.9779
9.468,-4.97476,-4.97946
9.469,-4.97631,-4.98098
9.47,-4.97781,-4.98244
9.471,-4.97926,-4.98386
9.472,-4.98067,-4.98522
9.473,-4.98202,-4.98654
9.474,-4.98333,-4.98781
9.475,-4.98459,-4.98903
9.476,-4.98579,-4.9902
9.477,-4.98695,-4.99132
9.478,-4.98806,-4.99239
9.479,-4.98912,-4.99341
9.48,-4.99013,-4.99439
9.481,-4.9911,-4.99531
9.482,-4.99201,-4.99618
9.483,-4.99287,-4.99701
9.484,-4.99368,-4.99778
9.485,-4.99445,-4.99851
9.486,-4.99516,-4.99919
9.487,-4.99583,-4.99981
9.488,-4.99645,-5.00039
9.489,-4.99701,-5.00092
9.49,-4.99753,-5.0014
9.491,-4.998,-5.00183
9.492,-4.99842,-5.00221
9.493,-4.99879,-5.00254
9.494,-4.99911,-5.00283
9.495,-4.99938,-5.00306
9.496,-4.99961,-5.00324
9.497,-4.99978,-5.00338
9.498,-4.9999,-5.00346
9.499,-4.99998,-5.0035
9.5,-5,-5.00348
9.501,-4.99998,-5.00342
9.502,-4.9999,-5.00331
9.503,-4.99978,-5.00314
9.504,-4.99961,-5.00293
9.505,-4.99938,-5.00267
9.506,-4.99911,-5.00236
9.507,-4.99879,-5.002
9.508,-4.99842,-5.00159
9.509,-4.998,-5.00113
9.51,-4.99753,-5.00062
9.511,-4.99701,-5.00007
9.512,-4.99645,-4.99946
9.513,-4.99583,-4.9988
9.514,-4.99516,-4.9981
9.515,-4.99445,-4.99734
9.516,-4.99368,-4.99654
9.517,-4.99287,-4.99569
9.518,-4.99201,-4.99479
9.519,-4.9911,-4.99383
9.52,-4.99013,-4.99283
9.521,-4.98912,-4.99178
9.522,-4.98806,-4.99068
9.523,-4.98695,-4.98953
9.524,-4.98579,-4.98833
9.525,-4.98459,-4.98709
9.526,-4.98333,-4.98579
9.527,-4.98202,-4.98444
9.528,-4.98067,-4.98305
9.529,-4.97926,-4.98161
9.53,-4.97781,-4.98011
9.531,-4.97631,-4.97857
9.532,-4.97476,-4.97698
9.533,-4.97315,-4.97534
9.534,-4.9715,-4.97365
9.535,-4.9698,-4.97191
9.536,-4.96806,-4.97012
9.537,-4.96626,-4.96828
9.538,-4.96441,-4.9664
9.539,-4.96252,-4.96446
9.54,-4.96057,-4.96248
9.541,-4.95858,-4.96044
9.542,-4.95654,-4.95836
9.543,-4.95445,-4.95623
9.544,-4.95231,-4.95405
9.545,-4.95012,-4.95182
9.546,-4.94788,-4.94955
9.547,-4.94559,-4.94722
9.548,-4.94326,-4.94484
9.549,-4.94087,-4.94242
9.55,-4.93844,-4.93995
9.551,-4.93596,-4.93742
9.552,-4.93343,-4.93485
9.553,-4.93085,-4.93223
9.554,-4.92822,-4.92957
9.555,-4.92555,-4.92685
9.556,-4.92282,-4.92409
9.557,-4.92005,-4.92127
9.558,-4.91723,-4.91841
9.559,-4.91436,-4.9155
9.56,-4.91144,-4.91254
9.561,-4.90847,-4.90953
9.562,-4.90545,-4.90647
9.563,-4.90239,-4.90337
9.564,-4.89928,-4.90022
9.565,-4.89611,-4.89702
9.566,-4.8929,-4.89377
9.567,-4.88965,-4.89047
9.568,-4.88634,-4.88712
9.569,-4.88299,-4.88373
9.57,-4.87958,-4.88028
9.571,-4.87613,-4.87679
9.572,-4.87263,-4.87325
9.573,-4.86909,-4.86967
9.574,-4.86549,-4.86603
9.575,-4.86185,-4.86235
9.576,-4.85816,-4.85862
9.577,-4.85442,-4.85484
9.578,-4.85063,-4.85101
9.579,-4.8468,-4.84714
9.58,-4.84292,-4.84321
9.581,-4.83899,-4.83924
9.582,-4.83501,-4.83522
9.583,-4.83098,-4.83116
9.584,-4.82691,-4.82704
9.585,-4.82279,-4.82288
9.586,-4.81862,-4.81867
9.587,-4.8144,-4.81442
9.588,-4.81014,-4.81011
9.589,-4.80583,-4.80576
9.59,-4.80147,-4.80136
9.591,-4.79706,-4.79691
9.592,-4.79261,-4.79242
9.593,-4.78811,-4.78788
9.594,-4.78356,-4.78329
9.595,-4.77897,-4.77866
9.596,-4.77432,-4.77397
9.597,-4.76963,-4.76924
9.598,-4.7649,-4.76447
9.599,-4.76011,-4.75964
9.6,-4.75528,-4.75477
9.601,-4.75041,-4.74985
9.602,-4.74548,-4.74489
9.603,-4.74051,-4.73988
9.604,-4.73549,-4.73482
9.605,-4.73043,-4.72971
9.606,-4.72532,-4.72456
9.607,-4.72016,-4.71936
9.608,-4.71495,-4.71412
9.609,-4.7097,-4.70883
9.61,-4.7044,-4.70349
9.611,-4.69906,-4.69811
9.612,-4.69367,-4.69267
9.613,-4.68823,-4.6872
9.614,-4.68275,-4.68167
9.615,-4.67722,-4.67611
9.616,-4.67164,-4.67049
9.617,-4.66602,-4.66483
9.618,-4.66036,-4.65912
9.619,-4.65464,-4.65337
9.62,-4.64888,-4.64757
9.621,-4.64308,-4.64172
9.622,-4.63723,-4.63583
9.623,-4.63133,-4.62989
9.624,-4.62539,-4.62391
9.625,-4.6194,-4.61788
9.626,-4.61336,-4.61181
9.627,-4.60728,-4.60569
9.628,-4.60116,-4.59952
9.629,-4.59499,-4.59331
9.63,-4.58877,-4.58706
9.631,-4.58251,-4.58076
9.632,-4.57621,-4.57441
9.633,-4.56985,-4.56802
9.634,-4.56346,-4.56158
9.635,-4.55702,-4.5551
9.636,-4.55053,-4.54857
9.637,-4.544,-4.542
9.638,-4.53742,-4.53539
9.639,-4.5308,-4.52872
9.64,-4.52414,-4.52202
9.641,-4.51742,-4.51527
9.642,-4.51067,-4.50847
9.643,-4.50387,-4.50163
9.644,-4.49703,-4.49475
9.645,-4.49014,-4.48782
9.646,-4.48321,-4.48085
9.647,-4.47623,-4.47383
9.648,-4.46921,-4.46677
9.649,-4.46214,-4.45967
9.65,-4.45503,-4.45252
9.651,-4.44788,-4.44533
9.652,-4.44068,-4.43809
9.653,-4.43344,-4.43081
9.654,-4.42616,-4.42349
9.655,-4.41883,-4.41612
9.656,-4.41146,-4.40871
9.657,-4.40404,-4.40125
9.658,-4.39658,-4.39375
9.659,-4.38908,-4.38621
9.66,-4.38153,-4.37863
9.661,-4.37394,-4.371
9.662,-4.36631,-4.36333
9.663,-4.35864,-4.35561
9.664,-4.35092,-4.34785
9.665,-4.34316,-4.34005
9.666,-4.33535,-4.33221
9.667,-4.32751,-4.32432
9.668,-4.31962,-4.3164
9.669,-4.31168,-4.30842
9.67,-4.30371,-4.30041
9.671,-4.29569,-4.29235
9.672,-4.28763,-4.28426
9.673,-4.27953,-4.27612
9.674,-4.27139,-4.26793
9.675,-4.2632,-4.25971
9.676,-4.25497,-4.25144
9.677,-4.2467,-4.24313
9.678,-4.23839,-4.23478
9.679,-4.23004,-4.22639
9.68,-4.22164,-4.21795
9.681,-4.2132,-4.20948
9.682,-4.20472,-4.20096
9.683,-4.1962,-4.1924
9.684,-4.18764,-4.1838
9.685,-4.17904,-4.17516
9.686,-4.17039,-4.16647
9.687,-4.16171,-4.15775
9.688,-4.15298,-4.14898
9.689,-4.14421,-4.14018
9.69,-4.1354,-4.13133
9.691,-4.12655,-4.12244
9.692,-4.11766,-4.11351
9.693,-4.10873,-4.10454
9.694,-4.09976,-4.09554
9.695,-4.09075,-4.08648
9.696,-4.0817,-4.07739
9.697,-4.0726,-4.06826
9.698,-4.06347,-4.05909
9.699,-4.0543,-4.04988
9.7,-4.04508,-4.04063
9.701,-4.03583,-4.03134
9.702,-4.02654,-4.02201
9.703,-4.01721,-4.01264
9.704,-4.00783,-4.00323
9.705,-3.99842,-3.99378
9.706,-3.98897,-3.98429
9.707,-3.97948,-3.97476
9.708,-3.96995,-3.9652
9.709,-3.96038,-3.95559
9.71,-3.95078,-3.94595
9.711,-3.94113,-3.93626
9.712,-3.93144,-3.92654
9.713,-3.92172,-3.91678
9.714,-3.91195,-3.90697
9.715,-3.90215,-3.89714
9.716,-3.89231,-3.88726
9.717,-3.88243,-3.87734
9.718,-3.87252,-3.86739
9.719,-3.86256,-3.8574
9.72,-3.85257,-3.84736
9.721,-3.84253,-3.8373
9.722,-3.83247,-3.82719
9.723,-3.82236,-3.81705
9.724,-3.81221,-3.80686
9.725,-3.80203,-3.79664
9.726,-3.79181,-3.78639
9.727,-3.78155,-3.77609
9.728,-3.77126,-3.76576
9.729,-3.76092,-3.75539
9.73,-3.75056,-3.74499
9.731,-3.74015,-3.73454
9.732,-3.72971,-3.72406
9.733,-3.71923,-3.71355
9.734,-3.70871,-3.703
9.735,-3.69816,-3.69241
9.736,-3.68757,-3.68178
9.737,-3.67694,-3.67112
9.738,-3.66628,-3.66042
9.739,-3.65558,-3.64968
9.74,-3.64484,-3.63891
9.741,-3.63407,-3.62811
9.742,-3.62327,-3.61727
9.743,-3.61242,-3.60639
9.744,-3.60155,-3.59547
9.745,-3.59063,-3.58452
9.746,-3.57968,-3.57354
9.747,-3.5687,-3.56252
9.748,-3.55768,-3.55146
9.749,-3.54662,-3.54037
9.75,-3.53553,-3.52925
9.751,-3.52441,-3.51809
9.752,-3.51325,-3.5069
9.753,-3.50206,-3.49567
9.754,-3.49083,-3.4844
9.755,-3.47956,-3.4731
9.756,-3.46827,-3.46177
9.757,-3.45693,-3.45041
9.758,-3.44557,-3.43901
9.759,-3.43417,-3.42757
9.76,-3.42274,-3.4161
9.761,-3.41127,-3.4046
9.762,-3.39977,-3.39306
9.763,-3.38823,-3.3815
9.764,-3.37666,-3.36989
9.765,-3.36506,-3.35826
9.766,-3.35343,-3.34659
9.767,-3.34176,-3.33489
9.768,-3.33006,-3.32315
9.769,-3.31833,-3.31138
9.77,-3.30656,-3.29958
9.771,-3.29476,-3.28775
9.772,-3.28293,-3.27589
9.773,-3.27106,-3.26399
9.774,-3.25917,-3.25206
9.775,-3.24724,-3.2401
9.776,-3.23528,-3.2281
9.777,-3.22329,-3.21608
9.778,-3.21126,-3.20402
9.779,-3.19921,-3.19193
9.78,-3.18712,-3.17981
9.781,-3.175,-3.16766
9.782,-3.16285,-3.15547
9.783,-3.15067,-3.14326
9.784,-3.13846,-3.13101
9.785,-3.12621,-3.11874
9.786,-3.11394,-3.10643
9.787,-3.10163,-3.09409
9.788,-3.0893,-3.08172
9.789,-3.07693,-3.06932
9.79,-3.06454,-3.0569
9.791,-3.05211,-3.04444
9.792,-3.03965,-3.03195
9.793,-3.02716,-3.01943
9.794,-3.01465,-3.00688
9.795,-3.0021,-2.9943
9.796,-2.98952,-2.98169
9.797,-2.97692,-2.96905
9.798,-2.96428,-2.95639
9.799,-2.95162,-2.94369
9.8,-2.93893,-2.93097
9.801,-2.9262,-2.91821
9.802,-2.91345,-2.90543
9.803,-2.90067,-2.89262
9.804,-2.88786,-2.87978
9.805,-2.87503,-2.86691
9.806,-2.86216,-2.85401
9.807,-2.84927,-2.84109
9.808,-2.83634,-2.82813
9.809,-2.82339,-2.81515
9.81,-2.81042,-2.80214
9.811,-2.79741,-2.78911
9.812,-2.78438,-2.77604
9.813,-2.77132,-2.76295
9.814,-2.75823,-2.74983
9.815,-2.74511,-2.73669
9.816,-2.73197,-2.72351
9.817,-2.7188,-2.71031
9.818,-2.70561,-2.69709
9.819,-2.69238,-2.68384
9.82,-2.67913,-2.67056
9.821,-2.66586,-2.65725
9.822,-2.65256,-2.64392
9.823,-2.63923,-2.63056
9.824,-2.62587,-2.61718
9.825,-2.61249,-2.60377
9.826,-2.59909,-2.59033
9.827,-2.58565,-2.57687
9.828,-2.5722,-2.56338
9.829,-2.55872,-2.54987
9.83,-2.54521,-2.53633
9.831,-2.53167,-2.52277
9.832,-2.51812,-2.50918
9.833,-2.50453,-2.49557
9.834,-2.49093,-2.48194
9.835,-2.47729,-2.46827
9.836,-2.46364,-2.45459
9.837,-2.44996,-2.44088
9.838,-2.43625,-2.42715
9.839,-2.42252,-2.41339
9.84,-2.40877,-2.39961
9.841,-2.39499,-2.3858
9.842,-2.38119,-2.37197
9.843,-2.36737,-2.35812
9.844,-2.35352,-2.34425
9.845,-2.33965,-2.33035
9.846,-2.32576,-2.31643
9.847,-2.31184,-2.30248
9.848,-2.2979,-2.28851
9.849,-2.28394,-2.27452
9.85,-2.26995,-2.26051
9.851,-2.25595,-2.24648
9.852,-2.24192,-2.23242
9.853,-2.22786,-2.21834
9.854,-2.21379,-2.20424
9.855,-2.1997,-2.19012
9.856,-2.18558,-2.17598
9.857,-2.17144,-2.16181
9.858,-2.15728,-2.14762
9.859,-2.1431,-2.13342
9.86,-2.1289,-2.11919
9.861,-2.11467,-2.10494
9.862,-2.10043,-2.09067
9.863,-2.08616,-2.07638
9.864,-2.07188,-2.06206
9.865,-2.05757,-2.04773
9.866,-2.04325,-2.03338
9.867,-2.0289,-2.01901
9.868,-2.01453,-2.00461
9.869,-2.00015,-1.9902
9.87,-1.98574,-1.97577
9.871,-1.97131,-1.96132
9.872,-1.95687,-1.94685
9.873,-1.9424,-1.93236
9.874,-1.92792,-1.91785
9.875,-1.91342,-1.90332
9.876,-1.8989,-1.88878
9.877,-1.88436,-1.87421
9.878,-1.8698,-1.85963
9.879,-1.85522,-1.84502
9.88,-1.84062,-1.8304
9.881,-1.82601,-1.81577
9.882,-1.81138,-1.80111
9.883,-1.79673,-1.78644
9.884,-1.78206,-1.77174
9.885,-1.76737,-1.75703
9.886,-1.75267,-1.74231
9.887,-1.73795,-1.72756
9.888,-1.72321,-1.7128
9.889,-1.70846,-1.69803
9.89,-1.69369,-1.68323
9.891,-1.6789,-1.66842
9.892,-1.6641,-1.65359
9.893,-1.64928,-1.63875
9.894,-1.63444,-1.62389
9.895,-1.61959,-1.60901
9.896,-1.60472,-1.59412
9.897,-1.58983,-1.57921
9.898,-1.57493,-1.56429
9.899,-1.56002,-1.54935
9.9,-1.54508,-1.5344
9.901,-1.53014,-1.51943
9.902,-1.51518,-1.50444
9.903,-1.5002,-1.48944
9.904,-1.48521,-1.47443
9.905,-1.4702,-1.4594
9.906,-1.45518,-1.44436
9.907,-1.44015,-1.4293
9.908,-1.4251,-1.41423
9.909,-1.41003,-1.39915
9.91,-1.39496,-1.38405
9.911,-1.37986,-1.36894
9.912,-1.36476,-1.35381
9.913,-1.34964,-1.33867
9.914,-1.33451,-1.32352
9.915,-1.31937,-1.30835
9.916,-1.30421,-1.29317
9.917,-1.28904,-1.27798
9.918,-1.27385,-1.26278
9.919,-1.25866,-1.24756
9.92,-1.24345,-1.23233
9.921,-1.22823,-1.21709
9.922,-1.213,-1.20184
9.923,-1.19775,-1.18658
9.924,-1.18249,-1.1713
9.925,-1.16723,-1.15601
9.926,-1.15195,-1.14071
9.927,-1.13666,-1.1254
9.928,-1.12135,-1.11008
9.929,-1.10604,-1.09475
9.93,-1.09072,-1.0794
9.931,-1.07538,-1.06405
9.932,-1.06004,-1.04869
9.933,-1.04468,-1.03331
9.934,-1.02931,-1.01793
9.935,-1.01394,-1.00253
9.936,-0.99855,-0.987125
9.937,-0.983153,-0.97171
9.938,-0.967747,-0.956286
9.939,-0.952332,-0.940852
9.94,-0.936907,-0.925409
9.941,-0.921472,-0.909956
9.942,-0.906029,-0.894495
9.943,-0.890576,-0.879025
9.944,-0.875115,-0.863546
9.945,-0.859646,-0.848059
9.946,-0.844167,-0.832563
9.947,-0.828681,-0.817059
9.948,-0.813186,-0.801547
9.949,-0.797683,-0.786028
9.95,-0.782172,-0.7705
9.951,-0.766654,-0.754965
9.952,-0.751128,-0.739422
9.953,-0.735595,-0.723872
9.954,-0.720054,-0.708315
9.955,-0.704506,-0.692751
9.956,-0.688951,-0.67718
9.957,-0.67339,-0.661602
9.958,-0.657822,-0.646018
9.959,-0.642247,-0.630428
9.96,-0.626666,-0.614831
9.961,-0.611079,-0.599228
9.962,-0.595486,-0.583619
9.963,-0.579887,-0.568005
9.964,-0.564282,-0.552385
9.965,-0.548672,-0.536759
9.966,-0.533056,-0.521128
9.967,-0.517435,-0.505492
9.968,-0.501809,-0.489851
9.969,-0.486177,-0.474205
9.97,-0.470542,-0.458555
9.971,-0.454901,-0.4429
9.972,-0.439256,-0.42724
9.973,-0.423607,-0.411577
9.974,-0.407953,-0.395909
9.975,-0.392295,-0.380237
9.976,-0.376634,-0.364562
9.977,-0.360969,-0.348883
9.978,-0.3453,-0.333201
9.979,-0.329628,-0.317515
9.98,-0.313953,-0.301826
9.981,-0.298274,-0.286134
9.982,-0.282593,-0.27044
9.983,-0.266908,-0.254743
9.984,-0.251222,-0.239043
9.985,-0.235532,-0.223341
9.986,-0.219841,-0.207636
9.987,-0.204147,-0.19193
9.988,-0.188451,-0.176222
9.989,-0.172753,-0.160512
9.99,-0.157054,-0.1448
9.991,-0.141353,-0.129087
9.992,-0.12565,-0.113373
9.993,-0.109947,-0.0976571
9.994,-0.0942422,-0.0819407
9.995,-0.0785366,-0.0662234
9.996,-0.0628302,-0.0505056
9.997,-0.0471232,-0.0347872
9.998,-0.0314157,-0.0190685
9.999,-0.0157079,-0.00334957
10,-1.62261e-12,0.0123694
10.001,0.0157079,0.0280882
10.002,0.0314157,0.0438067
10.003,0.0471232,0.0595248
10.004,0.0628302,0.0752423
10.005,0.0785366,0.0909591
10.006,0.0942422,0.106675
10.007,0.109947,0.12239
10.008,0.12565,0.138103
10.009,0.141353,0.153816
10.01,0.157054,0.169526
10.011,0.172753,0.185235
10.012,0.188451,0.200943
10.013,0.204147,0.216648
10.014,0.219841,0.232351
10.015,0.235532,0.248052
10.016,0.251222,0.26375
10.017,0.266908,0.279446
10.018,0.282593,0.295139
10.019,0.298274,0.310829
10.02,0.313953,0.326516
10.021,0.329628,0.3422
10.022,0.3453,0.35788
10.023,0.360969,0.373557
10.024,0.376634,0.389231
10.025,0.392295,0.4049
10.026,0.407953,0.420565
10.027,0.423607,0.436227
10.028,0.439256,0.451883
10.029,0.454901,0.467536
10.03,0.470542,0.483184
10.031,0.486177,0.498827
10.032,0.501809,0.514465
10.033,0.517435,0.530098
10.034,0.533056,0.545726
10.035,0.548672,0.561348
10.036,0.564282,0.576965
10.037,0.579887,0.592576
10.038,0.595486,0.608182
10.039,0.611079,0.623781
10.04,0.626666,0.639374
10.041,0.642247,0.654961
10.042,0.657822,0.670542
10.043,0.67339,0.686116
10.044,0.688951,0.701683
10.045,0.704506,0.717243
10.046,0.720054,0.732796
10.047,0.735595,0.748342
10.048,0.751128,0.76388
10.049,0.766654,0.779411
10.05,0.782172,0.794934
10.051,0.797683,0.810449
10.052,0.813186,0.825957
10.053,0.828681,0.841456
10.054,0.844167,0.856947
10.055,0.859646,0.872429
10.056,0.875115,0.887903
10.057,0.890576,0.903368
10.058,0.906029,0.918824
10.059,0.921472,0.934271
10.06,0.936907,0.949709
10.061,0.952332,0.965138
10.062,0.967747,0.980557
10.063,0.983153,0.995966
10.064,0.99855,1.01137
10.065,1.01394,1.02675
10.066,1.02931,1.04213
10.067,1.04468,1.0575
10.068,1.06004,1.07286
10.069,1.07538,1.08821
10.07,1.09072,1.10355
10.071,1.10604,1.11887
10.072,1.12135,1.13419
10.073,1.13666,1.14949
10.074,1.15195,1.16479
10.075,1.16723,1.18007
10.076,1.18249,1.19534
10.077,1.19775,1.21059
10.078,1.213,1.22584
10.079,1.22823,1.24107
10.08,1.24345,1.2563
10.081,1.25866,1.27151
10.082,1.27385,1.2867
10.083,1.28904,1.30189
10.084,1.30421,1.31706
10.085,1.31937,1.33222
10.086,1.33451,1.34736
10.087,1.34964,1.36249
10.088,1.36476,1.37761
10.089,1.37986,1.39271
10.09,1.39496,1.40781
10.091,1.41003,1.42288
10.092,1.4251,1.43795
10.093,1.44015,1.45299
10.094,1.45518,1.46803
10.095,1.4702,1.48305
10.096,1.48521,1.49805
10.097,1.5002,1.51304
10.098,1.51518,1.52802
10.099,1.53014,1.54298
10.1,1.54508,1.55792
10.101,1.56002,1.57285
10.102,1.57493,1.58777
10.103,1.58983,1.60267
10.104,1.60472,1.61755
10.105,1.61959,1.63242
10.106,1.63444,1.64727
10.107,1.64928,1.6621
10.108,1.6641,1.67692
10.109,1.6789,1.69172
10.11,1.69369,1.70651
10.111,1.70846,1.72128
10.112,1.72321,1.73603
10.113,1.73795,1.75076
10.114,1.75267,1.76548
10.115,1.76737,1.78018
10.116,1.78206,1.79486
10.117,1.79673,1.80952
10.118,1.81138,1.82417
10.119,1.82601,1.8388
10.12,1.84062,1.85341
10.121,1.85522,1.868
10.122,1.8698,1.88257
10.123,1.88436,1.89712
10.124,1.8989,1.91166
10.125,1.91342,1.92618
10.126,1.92792,1.94068
10.127,1.9424,1.95515
10.128,1.95687,1.96961
10.129,1.97131,1.98405
10.13,1.98574,1.99847
10.131,2.00015,2.01288
10.132,2.01453,2.02726
10.133,2.0289,2.04162
10.134,2.04325,2.05596
10.135,2.05757,2.07028
10.136,2.07188,2.08458
10.137,2.08616,2.09886
10.138,2.10043,2.11312
10.139,2.11467,2.12735
10.14,2.1289,2.14157
10.141,2.1431,2.15577
10.142,2.15728,2.16994
10.143,2.17144,2.18409
10.144,2.18558,2.19823
10.145,2.1997,2.21234
10.146,2.21379,2.22642
10.147,2.22786,2.24049
10.148,2.24192,2.25453
10.149,2.25595,2.26856
10.15,2.26995,2.28255
10.151,2.28394,2.29653
10.152,2.2979,2.31049
